,PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,IsPUD,IsNearNegativeCondition,IsNearPositiveCondition,NumFloors,Collapse_MSSubClass,Combine_BathroomsBsmt,Combine_BathroomsAbvGrd,AllBathrooms,Combine_Age,IsRenovated,LogSalePrice
1591,528240060,1419,184100,Dwelling_80,RL,66,7750,2,0,4,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,6,353,1,0,55,408,GasA,5,Y,SBrkr,779,640,0,1,0,2,1,3,1,4,7,8,1,3,BuiltIn,2002,Fin,2,527,3,3,3,120,0,0,0,0,0,0,NoFence,NoMisc,0,March,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,2,Split,1,2.5,3.5,7,FALSE,12.12323437
1592,903228040,1497,157000,Dwelling_50,RM,50,6000,2,0,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1937,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,4,BrkTil,3,3,1,3,201,2,162,462,825,GasA,5,Y,SBrkr,825,672,0,0,0,2,0,3,1,3,5,8,0,0,Detchd,2004,Unf,1,672,3,3,3,272,0,0,0,0,0,0,GdPrv,NoMisc,0,May,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,1.5,Traditional,0,2,2,8,TRUE,11.96400108
1593,533252130,1437,218000,Dwelling_20,RL,90,10768,2,0,3,Lvl,4,Corner,3,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,None,0,4,4,CBlock,4,3,4,5,1157,1,0,280,1437,GasA,3,Y,SBrkr,1437,0,0,1,0,2,0,3,1,4,6,8,1,2,Attchd,1976,RFn,2,528,3,3,3,0,21,0,0,180,0,0,NoFence,NoMisc,0,July,Yr_2007,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,2,3,3,TRUE,12.29225034
1594,535325290,1005,115000,Dwelling_20,RL,60,10434,2,0,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,3,3,1,1,0,1,0,1005,1005,GasA,3,Y,SBrkr,1005,0,0,0,0,1,0,2,1,2,5,8,1,3,Detchd,1977,Unf,2,672,2,2,3,0,0,0,0,0,0,0,NoFence,NoMisc,0,November,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,0,1,1,54,FALSE,11.65268741
1595,907401090,1668,232000,Dwelling_20,RL,48,10635,2,0,2,Lvl,4,FR2,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,171,4,3,PConc,4,3,3,4,370,6,972,315,1657,GasA,5,Y,SBrkr,1668,0,0,1,0,2,0,3,1,4,8,8,1,3,Attchd,2003,Fin,2,502,3,3,3,0,262,0,0,0,0,0,NoFence,NoMisc,0,May,Yr_2010,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,2,3,7,FALSE,12.35449265
1596,908225290,1368,120000,Dwelling_20,RL,70,11767,2,0,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,2,3,2,3,1078,1,0,0,1078,GasA,3,Y,FuseA,1368,0,0,1,0,1,0,3,1,3,6,7,0,0,Attchd,1950,RFn,1,195,3,3,3,0,41,211,0,0,0,0,NoFence,Shed,900,June,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,1,2,59,FALSE,11.69524702
1597,905200290,1803,155000,Dwelling_20,RL,88,13125,2,0,4,Lvl,4,Corner,3,Sawyer,Norm,Norm,1Fam,1Story,5,4,1957,2000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,67,3,3,CBlock,3,3,1,3,168,4,682,284,1134,GasA,5,Y,SBrkr,1803,0,0,1,0,2,0,3,1,3,8,4,1,3,Attchd,1957,RFn,2,484,3,3,3,0,0,0,0,0,0,0,GdPrv,NoMisc,0,January,Yr_2006,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,2,3,6,TRUE,11.9511804
1598,535179120,922,116000,Dwelling_20,RL,72,9770,2,0,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,1,3,512,1,0,410,922,GasA,3,Y,FuseA,922,0,0,1,0,1,0,2,1,3,5,8,0,0,Attchd,1957,Unf,1,308,3,3,3,0,34,0,0,0,0,0,GdWo,NoMisc,0,April,Yr_2007,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,1,2,50,FALSE,11.66134547
1599,905103030,1096,157500,Dwelling_80,RL,80,13014,2,0,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39,3,3,CBlock,3,3,3,5,528,1,0,480,1008,GasA,3,Y,SBrkr,1096,0,0,1,0,1,0,3,1,3,6,8,1,2,Attchd,1978,Unf,2,484,3,3,3,168,0,0,0,0,0,0,NoFence,NoMisc,0,December,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,2,Split,1,1,2,30,FALSE,11.96718074
1600,907262060,2327,240000,Dwelling_60,RL,41,10905,2,0,2,Lvl,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,1,0,1,0,1129,1129,GasA,5,Y,SBrkr,1129,1198,0,0,0,2,1,4,1,4,9,8,1,4,BuiltIn,2003,RFn,2,596,3,3,3,0,57,0,0,0,0,0,NoFence,NoMisc,0,August,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,0,2.5,2.5,5,FALSE,12.3883942
1601,909254090,1426,189950,Dwelling_50,RL,55,7642,2,0,4,Lvl,4,Corner,3,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,4,3,BrkTil,3,3,1,1,0,1,0,912,912,GasA,4,Y,SBrkr,912,514,0,0,0,1,1,3,1,4,7,8,1,4,Detchd,1925,Unf,1,216,3,3,3,0,240,0,0,0,0,0,GdPrv,NoMisc,0,June,Yr_2007,WD ,Normal,FALSE,FALSE,FALSE,1.5,Traditional,0,1.5,1.5,9,TRUE,12.15451616
1602,909175100,1694,136500,Dwelling_50,RL,60,8400,2,0,4,Bnk,4,Inside,3,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,PConc,3,3,1,3,423,1,0,758,1181,GasA,2,Y,SBrkr,1390,304,0,0,0,2,0,4,1,3,7,8,1,4,Detchd,1925,Unf,2,576,3,3,3,342,0,128,0,0,0,0,NoFence,NoMisc,0,June,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,1.5,Traditional,0,2,2,58,TRUE,11.82407989
1603,923276250,2432,159000,Dwelling_90,RL,70,7700,2,0,4,Lvl,4,Inside,3,Mitchel,Norm,Norm,Duplex,2Story,5,2,1985,1986,Gable,CompShg,HdBoard,HdBoard,None,0,3,1,PConc,3,3,1,1,0,1,0,1216,1216,GasA,4,Y,SBrkr,1216,1216,0,0,0,4,2,4,2,3,10,8,0,0,Attchd,1985,Unf,2,616,3,2,3,200,0,0,0,0,0,0,NoFence,Shed,600,February,Yr_2010,WD ,Normal,FALSE,FALSE,FALSE,2,Duplex,0,5,5,24,TRUE,11.97665948
1604,527401130,1792,133000,Dwelling_90,RL,60,9000,2,0,4,Lvl,4,FR2,3,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,4,3,2,1,0,1,0,896,896,GasA,3,Y,SBrkr,896,896,0,0,0,2,2,4,2,3,8,8,0,0,Detchd,1982,Unf,2,480,3,3,3,0,45,0,0,0,0,0,NoFence,NoMisc,0,June,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,2,Duplex,0,3,3,34,FALSE,11.79810441
1605,534201040,1107,127000,Dwelling_20,RL,70,8050,2,0,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1993,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,1,5,474,4,38,437,949,GasA,3,Y,SBrkr,1107,0,0,1,0,1,0,3,1,4,5,8,0,0,Attchd,1967,RFn,1,308,3,3,3,88,64,0,0,0,0,0,NoFence,NoMisc,0,March,Yr_2007,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,1,2,14,TRUE,11.75194237
1606,908127120,996,108000,Dwelling_30,RL,63,13907,2,0,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,6,1940,1969,Gable,CompShg,WdShing,Wd Shng,None,0,3,3,CBlock,3,3,1,4,290,1,0,706,996,GasA,5,Y,SBrkr,996,0,0,1,0,1,0,3,1,3,6,8,1,4,NoGarage,1940,NoGarage,0,0,0,0,3,144,0,0,0,0,0,0,NoFence,NoMisc,0,July,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,1,2,39,TRUE,11.58988651
1607,905105260,955,127000,Dwelling_20,RL,66,7742,2,0,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,1,4,763,1,0,192,955,GasA,5,Y,SBrkr,955,0,0,1,0,1,0,3,1,3,6,8,0,0,Attchd,1966,Unf,1,386,3,3,3,0,0,0,0,0,0,0,MnPrv,NoMisc,0,January,Yr_2007,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,1,2,41,FALSE,11.75194237
1608,904351200,1369,103600,Dwelling_70,RH,54,6629,2,0,4,Lvl,4,Inside,3,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0,3,4,BrkTil,3,3,1,4,551,1,0,121,672,GasA,3,N,SBrkr,697,672,0,1,0,2,0,3,1,3,6,8,0,0,Detchd,1930,Unf,1,300,3,3,3,147,0,0,0,0,0,0,NoFence,NoMisc,0,July,Yr_2009,WD ,Normal,FALSE,TRUE,FALSE,2,Traditional,1,2,3,59,TRUE,11.54829261
1609,902207110,840,64000,Dwelling_30,RM,48,5747,2,0,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,3,4,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,PConc,3,3,1,1,0,1,0,798,798,GasA,4,Y,SBrkr,840,0,0,0,0,1,0,2,1,2,5,8,0,0,Detchd,1938,Unf,1,250,3,2,1,112,0,0,0,0,0,0,NoFence,NoMisc,0,June,Yr_2006,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,0,1,1,56,TRUE,11.06663836
1610,902100110,2014,169000,Dwelling_70,RM,62,9856,2,1,4,Lvl,4,Corner,3,OldTown,Norm,Norm,1Fam,2Story,5,8,1900,2005,Hip,CompShg,CemntBd,CmentBd,None,0,4,4,PConc,2,3,1,1,0,1,0,716,716,GasA,5,Y,FuseA,1007,1007,0,0,0,2,0,5,1,3,8,8,0,0,Detchd,1900,Unf,2,624,3,3,3,0,72,167,0,0,0,0,NoFence,NoMisc,0,June,Yr_2006,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,0,2,2,1,TRUE,12.03765399
1611,902105010,1360,111000,Dwelling_70,RM,80,4800,2,1,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,5,5,1910,2003,Gable,CompShg,AsbShng,AsbShng,None,0,3,3,BrkTil,3,2,1,1,0,1,0,680,680,GasA,2,N,SBrkr,680,680,0,0,0,1,0,2,1,3,6,8,0,0,Attchd,1910,Unf,1,330,2,3,3,192,50,0,0,0,0,0,NoFence,NoMisc,0,January,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,0,1,1,5,TRUE,11.61728548
1612,909426060,2315,257000,Dwelling_60,RL,78,15600,2,0,4,Lvl,4,Inside,3,Crawfor,Norm,Norm,1Fam,2Story,5,7,1950,1963,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,405,3,4,CBlock,4,3,1,6,760,1,0,408,1168,GasA,4,Y,SBrkr,1278,1037,0,1,0,2,0,4,1,3,9,8,3,4,Attchd,1950,Fin,1,342,3,3,3,0,0,0,0,192,0,0,NoFence,NoMisc,0,July,Yr_2006,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,1,2,3,43,TRUE,12.45683136
1613,534401140,1510,178900,Dwelling_20,RL,88,9680,2,0,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,Wd Sdng,Plywood,BrkFace,268,3,3,CBlock,3,3,1,4,1010,1,0,500,1510,GasA,5,Y,SBrkr,1510,0,0,1,0,2,0,3,1,4,6,8,0,0,Attchd,1967,RFn,2,517,3,3,3,0,40,0,0,204,0,0,GdPrv,NoMisc,0,April,Yr_2010,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,2,3,43,FALSE,12.09458227
1614,527377110,1877,178900,Dwelling_60,RL,80,8000,2,0,4,Lvl,4,Inside,3,NWAmes,PosN,Norm,1Fam,2Story,6,6,1974,1974,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,1,5,931,2,153,0,1084,GasA,3,Y,SBrkr,1084,793,0,1,0,2,1,4,1,3,8,8,1,3,Attchd,1974,Unf,2,488,3,3,3,0,96,0,0,0,0,0,NoFence,NoMisc,0,November,Yr_2007,WD ,Normal,FALSE,FALSE,TRUE,2,Traditional,1,2.5,3.5,33,FALSE,12.09458227
1615,908102290,816,100000,Dwelling_20,RL,67,8877,2,0,4,Lvl,4,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,2,5,690,1,0,126,816,GasA,5,Y,SBrkr,816,0,0,1,0,1,0,2,1,3,3,8,1,4,Detchd,1958,Unf,1,288,2,2,3,0,0,0,0,0,0,0,NoFence,NoMisc,0,May,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,1,2,51,TRUE,11.51292546
1616,907252120,1601,272000,Dwelling_20,RL,66,11423,2,0,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,479,4,3,PConc,4,3,3,6,1358,1,0,223,1581,GasA,5,Y,SBrkr,1601,0,0,1,0,2,0,3,1,4,6,8,1,3,Attchd,2001,RFn,2,670,3,3,3,180,0,0,0,0,0,0,MnPrv,Shed,2000,May,Yr_2010,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,2,3,8,TRUE,12.51355735
1617,535451170,1040,90000,Dwelling_90,RL,60,7200,2,0,4,Lvl,4,Inside,3,NAmes,Norm,Norm,Duplex,1Story,4,5,1949,1950,Gable,CompShg,BrkFace,Stone,None,0,3,3,Slab,0,0,0,0,0,0,0,0,0,Wall,2,N,FuseF,1040,0,0,0,0,2,0,2,2,3,6,8,0,0,Detchd,1956,Unf,2,420,3,3,3,0,0,0,0,0,0,0,NoFence,NoMisc,0,June,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,2,Duplex,0,2,2,59,TRUE,11.40756495
1618,903425245,2019,167500,Dwelling_70,RL,60,11414,2,0,3,Lvl,4,Corner,3,BrkSide,RRAn,Feedr,1Fam,2Story,7,8,1910,1993,Gable,CompShg,HdBoard,HdBoard,None,0,3,4,BrkTil,4,3,1,1,0,1,0,728,728,GasA,3,N,SBrkr,1136,883,0,0,0,1,0,3,1,4,8,8,0,0,Detchd,1997,Unf,2,532,3,3,3,509,135,0,0,0,0,0,GdPrv,NoMisc,0,October,Yr_2009,WD ,Normal,FALSE,TRUE,FALSE,2,Traditional,0,1,1,16,TRUE,12.02873863
1619,902107050,936,140000,Dwelling_90,RM,60,7200,2,1,4,Lvl,4,Inside,3,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,BrkFace,180,3,3,CBlock,4,3,4,6,936,1,0,0,936,GasA,3,Y,SBrkr,936,0,0,1,0,1,0,2,1,3,4,8,0,0,Detchd,1980,Unf,2,672,3,3,3,49,0,0,0,0,0,0,NoFence,NoMisc,0,August,Yr_2007,WD ,Normal,FALSE,FALSE,FALSE,2,Duplex,1,1,2,27,FALSE,11.8493977
1620,531477020,841,82000,Dwelling_20,RH,60,8400,2,0,4,Lvl,4,Inside,3,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0,2,2,CBlock,3,2,1,1,0,1,0,721,721,GasA,4,Y,SBrkr,841,0,0,0,0,1,0,2,1,3,4,8,0,0,CarPort,1950,Unf,1,294,3,3,1,250,0,24,0,0,0,0,NoFence,NoMisc,0,September,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,0,1,1,59,FALSE,11.31447453
1621,905104180,894,130000,Dwelling_20,RL,57,9764,2,0,3,Lvl,4,FR2,3,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,1,4,702,1,0,192,894,GasA,5,Y,SBrkr,894,0,0,1,0,1,0,3,1,4,5,8,0,0,Attchd,1967,RFn,2,450,3,3,3,0,0,0,0,0,0,0,NoFence,NoMisc,0,May,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,1,2,5,TRUE,11.77528973
1622,909177120,1424,168000,Dwelling_30,RL,60,7290,2,0,4,Lvl,4,Corner,3,SWISU,Norm,Norm,1Fam,1Story,7,8,1921,1950,Gable,CompShg,WdShing,Wd Shng,BrkFace,174,3,3,BrkTil,3,3,1,1,0,1,0,1228,1228,GasA,5,Y,SBrkr,1424,0,0,0,0,2,0,2,1,3,7,8,1,4,Attchd,1921,Unf,1,312,3,3,3,0,0,90,0,0,0,0,NoFence,NoMisc,0,April,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,0,2,2,58,TRUE,12.03171926
1623,528228375,1589,226500,Dwelling_120,RL,66,3621,2,0,4,Lvl,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,72,4,3,PConc,4,3,4,6,1084,1,0,322,1406,GasA,5,Y,SBrkr,1589,0,0,1,0,2,0,2,1,4,7,8,1,3,Attchd,2003,Fin,3,630,3,3,3,143,20,0,0,0,0,0,NoFence,NoMisc,0,November,Yr_2007,WD ,Normal,TRUE,FALSE,FALSE,1,Traditional,1,2,3,4,FALSE,12.33050022
1624,906475170,1743,279000,Dwelling_20,RL,155,20064,2,0,3,Low,4,Inside,0,ClearCr,Norm,Norm,1Fam,1Story,8,6,1976,1976,Shed,WdShngl,Wd Sdng,Wd Sdng,None,0,4,3,CBlock,4,4,4,2,51,6,915,0,966,GasA,5,Y,SBrkr,1743,0,0,2,0,0,1,0,1,4,5,8,2,2,Attchd,1976,Fin,2,529,3,3,3,646,0,0,0,0,0,0,NoFence,NoMisc,0,May,Yr_2007,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,2,0.5,2.5,31,FALSE,12.53896706
1625,534451150,1306,76500,Dwelling_30,RL,55,5350,2,0,3,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,None,0,3,1,CBlock,3,3,1,1,0,1,0,728,728,GasA,5,Y,SBrkr,1306,0,0,0,0,1,0,3,1,2,6,5,0,0,NoGarage,1940,NoGarage,0,0,0,0,3,263,0,0,0,0,0,0,GdWo,Shed,450,May,Yr_2010,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,0,1,1,44,TRUE,11.24504602
1626,535375010,792,99900,Dwelling_20,RL,53,5470,2,0,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,3,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,1,1,0,1,0,792,792,GasA,4,Y,FuseA,792,0,0,0,0,1,0,2,1,3,4,8,0,0,Attchd,1958,Unf,1,366,2,3,3,0,90,0,0,0,0,0,NoFence,NoMisc,0,August,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,0,1,1,51,FALSE,11.51192496
1627,909455030,1034,185000,Dwelling_120,RM,35,3907,2,0,3,HLS,4,Inside,2,Blueste,Norm,Norm,TwnhsE,1Story,8,6,1989,1989,Gable,CompShg,HdBoard,HdBoard,None,0,4,3,CBlock,4,3,4,6,747,1,0,235,982,GasA,4,Y,SBrkr,1034,0,0,1,0,1,0,1,1,4,4,8,1,3,Attchd,1989,Fin,2,598,3,3,3,141,36,0,0,0,0,0,NoFence,NoMisc,0,April,Yr_2010,WD ,Normal,TRUE,FALSE,FALSE,1,Traditional,1,1,2,21,FALSE,12.1281111
1628,528354050,2344,265000,Dwelling_60,RL,79,10208,2,0,3,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,921,4,3,PConc,4,3,1,1,0,1,0,1264,1264,GasA,5,Y,SBrkr,1277,1067,0,0,0,2,1,3,1,4,7,8,1,3,Attchd,1996,RFn,3,889,3,3,3,220,0,0,0,0,0,0,NoFence,NoMisc,0,July,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,0,2.5,2.5,12,TRUE,12.4874851
1629,534455080,1433,161000,Dwelling_20,RL,80,9600,2,0,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1990,Gable,CompShg,WdShing,Wd Shng,None,0,3,3,CBlock,3,3,2,4,915,1,0,336,1251,GasA,3,Y,SBrkr,1433,0,0,1,0,1,0,3,1,3,7,7,1,4,Attchd,1961,Unf,2,441,3,3,3,144,0,205,0,0,0,0,NoFence,NoMisc,0,June,Yr_2006,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,1,2,16,TRUE,11.98915964
1630,903201090,1060,136500,Dwelling_40,RL,55,6854,2,0,4,Bnk,4,Inside,2,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1994,Gable,CompShg,MetalSd,MetalSd,None,0,3,4,PConc,3,3,1,2,317,3,227,212,756,GasA,3,N,FuseA,916,144,0,1,0,1,0,1,1,3,6,5,1,4,Detchd,1969,Unf,1,308,2,3,3,0,65,0,0,150,0,0,NoFence,NoMisc,0,August,Yr_2007,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,1,2,13,TRUE,11.82407989
1631,910226060,1638,139000,Dwelling_50,RM,75,9060,2,0,4,Lvl,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1957,1957,Gable,CompShg,MetalSd,MetalSd,BrkFace,327,3,3,CBlock,3,3,1,1,0,1,0,967,967,GasA,4,Y,SBrkr,967,671,0,0,0,2,0,4,1,4,6,8,0,0,Detchd,1957,Unf,1,384,3,3,3,0,21,0,0,0,0,0,NoFence,NoMisc,0,April,Yr_2006,WD ,Normal,FALSE,FALSE,FALSE,1.5,Traditional,0,2,2,49,FALSE,11.84222921
1632,916125425,1786,228950,Dwelling_190,RL,74,164660,1,0,3,HLS,4,Corner,0,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,3,3,4,5,1249,4,147,103,1499,GasA,5,Y,SBrkr,1619,167,0,2,0,2,0,3,1,3,7,8,2,4,Attchd,1965,Fin,2,529,3,3,3,670,0,0,0,0,0,0,NoFence,Shed,700,August,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,2,Duplex,2,2,4,43,FALSE,12.34125892
1633,534128210,2654,250000,Dwelling_60,RL,74,11029,2,0,3,Lvl,4,Corner,3,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220,3,3,CBlock,3,3,2,4,619,1,0,435,1054,GasA,3,Y,SBrkr,1512,1142,0,1,0,2,1,4,1,4,9,8,1,4,Attchd,1968,Unf,2,619,3,3,3,0,65,0,0,222,0,0,NoFence,NoMisc,0,August,Yr_2006,WD ,Normal,FALSE,FALSE,TRUE,2,Traditional,1,2.5,3.5,22,TRUE,12.4292162
1634,528328100,2599,333168,Dwelling_60,RL,108,14774,2,0,3,Lvl,4,Corner,3,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,165,4,3,PConc,4,3,1,1,0,1,0,1393,1393,GasA,5,Y,SBrkr,1422,1177,0,0,0,2,1,4,1,4,10,8,1,3,BuiltIn,1999,Fin,3,779,3,3,3,668,30,0,0,0,0,0,NoFence,NoMisc,0,May,Yr_2010,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,0,2.5,2.5,11,FALSE,12.71640215
1635,903429010,1609,127500,Dwelling_50,RM,63,4347,2,0,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1910,1950,Gambrel,CompShg,MetalSd,MetalSd,None,0,4,3,BrkTil,4,4,1,1,0,1,0,796,796,GasA,5,Y,SBrkr,825,784,0,0,0,1,0,3,1,3,7,8,0,0,Detchd,1910,Unf,1,228,2,2,1,0,182,0,0,0,0,0,NoFence,NoMisc,0,June,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,1.5,Traditional,0,1,1,58,TRUE,11.75587164
1636,531384030,1657,189000,Dwelling_60,RL,43,14565,2,0,2,Lvl,4,CulDSac,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,145,4,3,PConc,4,3,3,6,537,1,0,295,832,GasA,5,Y,SBrkr,832,825,0,0,0,2,1,3,1,4,6,8,0,0,Attchd,1994,RFn,2,483,3,3,3,144,74,0,0,0,0,0,NoFence,Shed,2000,November,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,0,2.5,2.5,13,TRUE,12.14950229
